embed_1,embed_2
0.11870077,0.00026475824
0.01859678,0.00026854523
-0.005433517,-0.00031272593
0.14740506,0.0013212522
0.017569648,0.00026180054
-0.0037998282,-0.00019730398
-0.0026110387,-0.00017544041
0.061526176,0.0001242674
0.002725505,4.40796e-5
0.04323821,0.00014143642
0.04503761,0.00013730142
0.0130691165,-0.0016712369
0.044006716,-0.00022634784
0.04819773,0.00011239957
-0.001535506,-0.0036393558
0.014000197,-0.0016383915
0.012709631,-0.0017032846
0.042666722,-0.000204679
-0.0063771056,-0.0027549337
0.051850963,0.0007792944
0.007137003,-0.0015015141
0.005975536,-0.0014986879
-0.05070062,-0.00626795
0.010192542,-0.0014789838
0.026779462,-0.0005712785
0.004932111,-0.0015552638
0.022521993,-0.0007584377
0.027896592,-0.00050191255
-0.0012869935,-0.0020135504
-0.0058021075,-0.0022119244
-0.06909956,-0.0014714343
-0.06602971,-0.0013349524
-0.087762356,-0.0022644699
-0.057950143,-0.0010508748
0.011245704,0.000119477525
-0.00060063694,-3.5895908e-5
-0.036924135,-0.0005959002
-0.0069574434,-0.00012485604
-0.023414923,-0.00046652244
-0.033464402,-0.0005778515
-0.06891991,-0.00032828844
-0.05810467,-0.00040544078
-0.028122235,-0.0006695887
-0.033069335,-0.000679661
-0.07533147,-0.00035766818
-0.024929686,-0.00062826613
-0.04956192,-0.0005476028
-0.08406311,-0.0003644592
0.040912732,0.0019011685
-0.04472341,-0.00056771474
-0.07227012,-0.0018928346
-0.09713688,-0.0013424715
-0.0778069,-0.0018425761
-0.092551135,-0.0014728578
-0.0599929,-0.0017830743
-0.048793238,-0.0015632648
0.035131916,0.0034150968
-0.084456645,-0.0016979857
-0.06899586,-0.0018804827
-0.015558764,-0.00037905568
0.03628345,0.0026982233
0.034254655,0.0026091088
0.02553468,0.0020721308
-0.004139366,0.00043597622
-0.045585524,-0.00094315683
-0.046331085,-0.00096370117
0.00041530616,0.00061911414
-0.052729145,-0.0011453199
-0.053443264,-0.0011610662
-0.09067056,-0.0019343094
0.049208075,0.000872975
0.03743412,0.00070591987
-0.019021867,-0.00020907076
0.013806069,0.00046062734
-0.0017267291,0.00029189166
0.0711949,0.001213571
-0.0006785732,0.00032250784
0.11943609,0.0022128683
0.010629495,0.000405562
0.012524004,0.00047839436
0.08560788,0.00016038536
0.18012594,0.001255373
0.021471245,0.00077535334
0.043328773,0.00052481506
0.08069004,0.00016611398
0.054171696,0.00036111404
0.056630272,0.00027878044
