embed_1,embed_2
4.8004466e-21,-0.0773487
1.4812535e-21,2.8601767e-18
2.25596e-20,0.009108899
2.2690388e-21,-0.11099593
2.8929438e-21,0.00016510171
-2.3312449e-20,0.016921137
1.20764476e-20,0.0075775366
1.158472e-21,-0.03821926
2.4291761e-20,0.0033525068
9.175923e-21,-0.010502233
4.688338e-21,-0.006455635
-6.9259584e-22,0.0040219
-3.980847e-21,-0.0022681577
5.702555e-21,-0.0067572463
-1.5616582e-20,0.014179983
-1.9873915e-21,0.0051100794
3.7234243e-21,0.0058296267
1.2868493e-21,-0.0038512077
2.8324474e-23,0.016620459
7.126448e-21,-0.015043242
5.4244445e-21,-0.0005519722
-6.1314416e-21,-6.800799e-5
1.2866312e-21,0.026143469
2.6726377e-20,-0.0011468282
4.384719e-21,-0.0077448795
7.807085e-21,3.2947135e-6
7.826705e-22,-0.0046442105
1.58982e-22,-0.007188429
-2.0940386e-20,2.4269195e-10
3.0727122e-21,1.9679954e-8
-1.8176401e-21,0.016637284
-5.237212e-21,0.013721174
1.6103734e-21,0.029250735
8.6116885e-21,0.010107134
2.660049e-20,-0.015330291
1.5305055e-21,-0.008433848
6.746272e-21,0.0016951112
3.999293e-21,-0.005271735
-3.7859194e-22,-4.0421202e-7
-6.089751e-21,0.00064592203
6.811609e-21,0.0075655677
-2.570261e-21,1.2230682e-6
3.6734877e-21,-0.005314545
-1.861891e-21,-0.008443747
-6.2763605e-21,0.010804901
-1.3639832e-21,-0.0069758026
1.3321666e-20,-1.7192781e-6
7.868995e-21,0.029210582
-6.284751e-22,-0.10199814
1.7243466e-21,-0.0002735208
-1.3490443e-21,0.0030511771
1.1946113e-21,0.012053248
-1.4489671e-23,0.003960581
2.17943e-21,0.008058771
-4.2145827e-22,6.0748566e-18
-8.465853e-22,-0.00020953733
1.899373e-21,-0.06831629
-3.9364432e-22,0.007964309
7.293162e-22,0.0011085968
-1.0496706e-22,-0.011465936
1.2369556e-20,-0.01597017
-4.762588e-22,-0.0077033625
4.213738e-21,0.0023455666
-2.3397028e-20,-0.001205466
1.5029145e-20,0.010672924
1.6100592e-20,0.021717831
1.9859905e-20,-0.002403018
1.5112645e-21,0.012525732
-3.1800187e-22,0.015529762
-1.2425764e-20,0.038386323
1.2687109e-21,-0.0022096836
6.159366e-21,-0.004223709
-2.0951444e-20,0.030616947
3.463079e-20,0.0004210909
-1.3408906e-20,0.012612609
6.103675e-22,-0.008744593
-1.7432754e-20,0.009685034
8.830606e-21,-0.051283594
-6.2051277e-20,0.0012782948
-9.6547455e-21,0.0005640253
1.1234008e-20,-0.025352214
2.7476727e-21,-0.11372681
5.394959e-21,-8.4306535e-5
2.718839e-20,-3.1207296e-6
6.085875e-21,-0.019253556
-3.1502588e-21,-0.0016149732
-3.900206e-20,-0.0062095383
1.3574384e-20,-8.806998e-5
-1.1778737e-20,-6.9120964e-5
-6.1369615e-20,-0.00015634087
-5.1582062e-21,-0.005182816
-2.6261668e-20,-0.0013360279
1.8756e-20,-0.028492043
1.1491563e-20,-0.010965915
-5.3283117e-20,-0.033099025
2.2645575e-20,-0.083115034
4.408816e-21,-0.017950019
-3.0014597e-20,-0.026961723
2.058523e-20,-0.019647246
5.1439655e-20,-0.034450844
1.0975867e-21,-0.0045191552
-2.9246283e-21,-0.0010203609
-7.585469e-21,-0.0041720765
-1.977203e-20,-0.049313758
-3.8977807e-20,-0.08197421
8.586267e-21,-0.00025241004
2.2496388e-21,-0.0562244
-1.378639e-20,-0.031174384
-5.8179676e-21,0.007432993
-1.06255276e-20,9.577168e-5
3.3938546e-22,-0.00010025418
-1.4379591e-20,-0.1748177
-8.60276e-21,0.020589827
-2.3219462e-20,-0.14535639
-1.0298681e-20,-0.0042200936
-4.827775e-21,0.011149363
3.5784387e-21,0.009462764
3.7239914e-21,0.00943104
2.5601288e-21,-0.013828957
9.299748e-22,-0.042230465
1.0833186e-21,0.035560757
3.873278e-21,0.0029648314
-1.8953557e-21,0.04304945
4.9215096e-22,0.053447086
-6.393295e-21,0.08710456
-1.6288297e-21,0.008913623
4.389217e-21,0.11522763
2.2417623e-21,-0.08652869
-9.003488e-22,0.0023802663
-8.493155e-21,0.026264997
7.889005e-20,0.07154391
1.2587025e-20,0.056647465
1.21891526e-20,0.020040315
4.5941062e-20,0.054804653
5.032808e-21,0.004397823
1.1721104e-20,0.006109495
8.9315634e-20,0.12672058
1.1965549e-20,0.10405526
-6.539151e-21,0.05639527
-1.5526172e-20,0.03514271
-1.4704966e-20,0.012713049
-1.4495943e-20,3.9645147e-6
-7.639627e-23,0.0075520496
-2.0154957e-20,0.049012344
-1.0020971e-20,0.03892335
-1.0340727e-20,0.007827561
-7.124733e-21,0.0005905804
2.8978948e-20,3.2600034e-5
2.2012795e-20,0.017145561
-6.3390025e-21,0.00031835894
-6.2833027e-21,0.011441403
1.7662494e-20,-0.023294535
1.852339e-21,-0.03832996
2.021369e-20,-0.029311555
5.973858e-21,0.04359794
5.3086275e-22,-0.015669752
-3.5346662e-20,-0.0040657967
2.019812e-21,0.014476881
-3.1463856e-23,0.00053014135
4.8602923e-20,-0.0034918152
2.2305274e-20,-0.019298378
1.629754e-20,-0.076017685
4.4239968e-20,-0.033414695
-9.954307e-20,-0.029708391
-8.175717e-20,-0.017237803
1.3710141e-19,-0.031121045
5.730271e-21,-0.011046291
6.063374e-20,-0.028745675
-6.7163075e-21,-0.0032607648
2.2628996e-20,-0.02970507
2.3232195e-20,-0.0026955986
2.861875e-20,-0.013595023
-6.1208994e-20,-0.0008730069
3.4667967e-20,-2.6519825e-5
-1.3140905e-20,-0.00012846601
2.3244546e-20,-0.0011960474
-5.1076634e-21,0.0053823106
-3.392228e-20,-0.08810152
-2.3072723e-20,0.0010201168
-4.4868642e-20,-5.4698765e-5
-8.20774e-21,-0.18153486
5.8490393e-22,0.0006401124
1.0689798e-20,-0.065428875
1.0460095e-21,-0.0018171393
-3.619504e-21,-0.042478204
1.1715549e-21,-0.013998997
-1.748363e-22,0.00022711323
-5.461769e-22,0.023747247
-3.0607401e-21,9.344636e-5
3.1987315e-21,0.00597837
-3.56201e-21,0.0037418553
-3.443643e-21,0.003063635
1.8795791e-22,0.002284999
-3.2931724e-22,0.018723587
-1.2560639e-21,-0.042056184
-5.3901187e-22,0.0007202534
-3.7269525e-23,-0.056674674
-2.1552486e-23,0.02370586
3.6172794e-23,0.0025892102
-1.131157e-21,0.020625973
-9.7161976e-21,-0.004401908
4.6897566e-22,-0.0058949078
3.522126e-21,0.008704983
3.8932343e-22,0.0009462212
-9.570012e-22,0.01068822
4.8121357e-21,-0.105469964
2.6503796e-21,-0.079876564
3.732029e-21,0.001453332
-7.592753e-21,0.0041814568
-1.0081638e-20,0.015563613
5.425328e-21,0.00016773258
-4.0697363e-21,-0.08699765
-3.208419e-21,0.02124716
-3.7352827e-20,5.596825e-16
5.5929825e-21,-0.00096022733
-1.3068636e-20,2.3835317e-5
-6.351546e-21,0.011821437
2.0474425e-21,-0.13574281
-1.09352065e-20,1.415414e-5
5.1363534e-22,0.00019836256
-7.708529e-21,-5.146249e-6
-4.7560607e-21,0.014455301
4.8668755e-21,-0.0014771908
2.8681094e-21,2.5551578e-11
-1.0769635e-20,-0.019321045
-4.2148928e-21,0.0024123415
-7.931386e-21,0.0026917523
-8.06963e-22,0.009404733
-2.432602e-20,0.009131671
-3.672913e-21,3.6168625e-12
-1.0993326e-20,0.000811583
1.04825085e-20,0.06075467
-4.7217214e-21,0.009942108
-4.1979327e-21,-0.0001490317
-1.819973e-20,0.015390097
4.012319e-20,-0.00023443426
-2.0134358e-21,0.011472782
4.6916747e-21,-0.0124297375
-1.7513035e-21,0.0344226
-1.30034085e-20,0.0021407898
-7.6579816e-21,-0.005908674
6.5071084e-22,0.020892855
-4.0870057e-21,-0.0035822464
4.700978e-21,0.01816215
-7.024166e-21,-0.011246754
4.1282678e-21,0.013065226
5.2910216e-21,0.0071134754
-9.0393845e-21,-0.018624607
-2.7404021e-21,-0.003434169
1.1390957e-20,0.011938955
-1.3717538e-21,0.0293737
3.875906e-21,-0.024212018
2.4985188e-21,0.030379096
-6.3032645e-21,-0.0146765355
8.49383e-21,0.00021017314
-2.1208931e-21,-0.0018804416
4.8714157e-21,6.552083e-7
7.412112e-24,0.021996377
1.2542194e-20,0.00082256633
-4.864855e-21,-0.050543368
-1.13794696e-20,0.023202041
2.741227e-22,-0.0284929
8.317109e-21,0.004700626
2.6405045e-22,-0.0025370438
1.4230339e-20,0.001117979
-5.5364487e-21,-0.019706152
-5.357048e-21,7.450365e-7
5.043022e-22,-0.027531346
4.3008614e-21,6.1845734e-5
2.4255654e-21,-0.016814454
