t_second,repn
55.78726506233215,1
55.801907777786255,1
55.96613645553589,1
56.203118324279785,1
56.63887906074524,1
57.0231454372406,1
57.26115846633911,1
57.62324070930481,1
57.86380624771118,1
58.25699234008789,1
58.496317625045776,1
58.73156809806824,1
59.08410978317261,1
59.32049322128296,1
59.55488967895508,1
59.87307333946228,1
60.19096565246582,1
60.42497420310974,1
60.65980100631714,1
61.05377221107483,1
61.288585901260376,1
61.525230884552,1
61.88572859764099,1
62.27841663360596,1
62.522847175598145,1
62.78379940986633,1
63.150049924850464,1
63.38359236717224,1
63.61675524711609,1
63.85804200172424,1
64.17286705970764,1
64.405766248703,1
64.71285128593445,1
64.96221256256104,1
65.20648074150085,1
65.43677067756653,1
65.7566602230072,1
66.09733247756958,1
66.60475969314575,1
72.59479665756226,1
72.60698866844177,1
72.71314072608948,1
72.94884753227234,1
73.18947696685791,1
73.51245617866516,1
73.74528646469116,1
73.99420237541199,1
74.32004809379578,1
74.554692029953,1
74.86439895629883,1
75.10699892044067,1
75.49781847000122,1
75.65688371658325,1
75.88604974746704,1
76.21415376663208,1
76.48670434951782,1
76.733149766922,1
77.04989767074585,1
77.3689877986908,1
77.60283327102661,1
77.83466339111328,1
78.23190927505493,1
78.47170615196228,1
78.78864288330078,1
78.95408797264099,1
79.34562397003174,1
79.50479245185852,1
79.73684096336365,1
80.05570149421692,1
80.30031991004944,1
80.55493712425232,1
80.79598426818848,1
81.1866238117218,1
81.42758560180664,1
81.66232395172119,1
82.06383037567139,1
82.2975606918335,1
82.53621053695679,1
82.7780454158783,1
83.09693741798401,1
83.35310649871826,1
83.59356951713562,1
83.91983318328857,1
84.15594410896301,1
84.41996765136719,1
84.67317056655884,1
85.03193783760071,1
85.30347013473511,1
85.579580783844,1
85.92293047904968,1
86.15659928321838,1
86.39109873771667,1
86.63523507118225,1
86.95173120498657,1
87.18455600738525,1
87.42973113059998,1
87.75547218322754,1
87.99242544174194,1
88.22529697418213,1
88.54215002059937,1
88.86619234085083,1
89.10513854026794,1
89.33920049667358,1
89.6660099029541,1
89.91263222694397,1
90.14918375015259,1
90.42902302742004,1
90.79713320732117,1
91.04917430877686,1
91.28227519989014,1
91.61082458496094,1
91.85131072998047,1
92.08654832839966,1
92.33170008659363,1
92.65201044082642,1
92.8890175819397,1
93.20234513282776,1
93.45241737365723,1
93.69071626663208,1
93.92664337158203,1
94.18265914916992,1
94.50565505027771,1
94.73886561393738,1
94.97645807266235,1
95.30358672142029,1
95.56426477432251,1
95.79887986183167,1
96.04553842544556,1
96.36445093154907,1
96.6015055179596,1
96.84088611602783,1
97.17536759376526,1
97.41472220420837,1
97.65133261680603,1
97.89712285995483,1
98.2431492805481,1
98.48405432701111,1
98.72192406654358,1
99.06107544898987,1
99.30503106117249,1
99.55508780479431,1
99.80973887443542,1
100.12935590744019,1
100.3680739402771,1
100.60137963294983,1
100.92737889289856,1
101.16467547416687,1
101.40537524223328,1
101.6504762172699,1
101.97279071807861,1
102.2086980342865,1
102.44855213165283,1
102.76824641227722,1
103.00488090515137,1
103.24422264099121,1
103.5001847743988,1
103.81938934326172,1
104.0546224117279,1
104.28805017471313,1
104.61333203315735,1
104.84876537322998,1
105.08436965942383,1
105.32927942276001,1
105.6523540019989,1
105.88945603370667,1
106.12291288375854,1
106.44964814186096,1
106.68773651123047,1
106.94104957580566,1
107.18849444389343,1
107.51397442817688,1
107.75021934509277,1
107.98376703262329,1
108.3086633682251,1
108.54701042175293,1
108.78499007225037,1
109.02909255027771,1
109.3519697189331,1
109.59180092811584,1
109.82773399353027,1
110.15075087547302,1
110.38739132881165,1
110.62301206588745,1
110.86517643928528,1
111.18784713745117,1
111.42708492279053,1
111.65957522392273,1
111.98749923706055,1
112.22423005104065,1
112.46006417274475,1
112.70455622673035,1
113.02711534500122,1
113.26390075683594,1
113.4975073337555,1
113.82765412330627,1
114.06692147254944,1
114.30219674110413,1
114.54861044883728,1
114.87030601501465,1
115.11014819145203,1
115.34454560279846,1
115.66961669921875,1
115.90770173072815,1
116.14559841156006,1
116.39710521697998,1
116.72056102752686,1
116.9618456363678,1
117.19779896736145,1
117.52387595176697,1
117.76399564743042,1
118.00045228004456,1
118.2462797164917,1
118.56646418571472,1
118.80557894706726,1
119.03872799873352,1
119.36576843261719,1
119.6081895828247,1
119.84521055221558,1
120.08871603012085,1
120.413809299469,1
120.65093421936035,1
120.88426280021667,1
121.21327948570251,1
121.45359444618225,1
121.68872714042664,1
121.93502855300903,1
122.25809931755066,1
122.49591636657715,1
122.73040795326233,1
123.05482888221741,1
123.296884059906,1
123.532470703125,1
123.77703928947449,1
124.09798383712769,1
124.33739686012268,1
124.57207036018372,1
124.90016269683838,1
125.13777732849121,1
125.37459087371826,1
125.6170392036438,1
125.93723607063293,1
126.17284631729126,1
126.4074592590332,1
126.73979616165161,1
126.96989512443542,1
127.20644426345825,1
127.46854424476624,1
127.79230737686157,1
128.02831983566284,1
128.26214265823364,1
128.5907723903656,1
128.8279447555542,1
129.06370186805725,1
129.30809140205383,1
129.63375544548035,1
129.8719093799591,1
130.10545468330383,1
130.43393230438232,1
130.67436742782593,1
130.91058373451233,1
131.1563868522644,1
131.47952556610107,1
131.7233374118805,1
131.95974230766296,1
132.28308582305908,1
132.55311799049377,1
132.80096864700317,1
133.0648899078369,1
133.4340283870697,1
133.67202615737915,1
133.9148621559143,1
134.2402262687683,1
134.4785499572754,1
134.74578213691711,1
134.99334168434143,1
135.3122477531433,1
135.55024075508118,1
135.78416109085083,1
136.11536240577698,1
136.3534858226776,1
136.59078693389893,1
136.8345489501953,1
137.15922355651855,1
137.47011947631836,1
137.63091135025024,1
137.9577934741974,1
138.1958887577057,1
138.43113923072815,1
138.67527604103088,1
138.9964816570282,1
139.23460030555725,1
139.47025609016418,1
139.7959361076355,1
140.088143825531,1
140.41159653663635,1
140.65639305114746,1
140.97951102256775,1
141.22390389442444,1
141.48249316215515,1
141.81600308418274,1
142.09022283554077,1
142.3315908908844,1
142.57765913009644,1
142.9027590751648,1
143.14548897743225,1
143.38496828079224,1
143.70790672302246,1
143.9449429512024,1
144.1807599067688,1
144.42822647094727,1
144.7479019165039,1
144.98481798171997,1
145.2196364402771,1
145.5462875366211,1
145.798086643219,1
146.03510904312134,1
146.27936124801636,1
146.6065697669983,1
146.92719674110413,1
147.0855906009674,1
147.40867280960083,1
147.64752650260925,1
147.8879508972168,1
148.136723279953,1
148.4570119380951,1
148.69623970985413,1
148.93193078041077,1
149.25637483596802,1
149.49574518203735,1
149.73295331001282,1
149.97708582878113,1
150.29678559303284,1
150.53264117240906,1
150.7705795764923,1
151.09579133987427,1
151.34327244758606,1
151.5838029384613,1
151.8340756893158,1
152.15487718582153,1
152.39688205718994,1
152.63484525680542,1
152.96635746955872,1
153.20189809799194,1
153.436949968338,1
153.68010306358337,1
154.0033631324768,1
154.23905301094055,1
154.47627782821655,1
154.80185055732727,1
155.04385924339294,1
155.27994680404663,1
